iter	RMSE
0	98.85892841
1	96.80229945
2	94.83806105
3	92.93008685
4	91.09208844
5	89.33704752
6	87.6499517
7	86.01828118
8	84.46153036
9	82.90415684
10	81.36887894
11	79.83367907
12	78.39721105
13	76.98703068
14	75.66246614
15	74.34701927
16	73.07284942
17	71.86561082
18	70.75964871
19	69.63629798
20	68.5933054
21	67.52208149
22	66.56372218
23	65.66070299
24	64.75197823
25	63.86119284
26	63.04810146
27	62.28035275
28	61.48045318
29	60.78463715
30	60.10440854
31	59.39546547
32	58.74947805
33	58.08601811
34	57.4757928
35	56.92748702
36	56.36961089
37	55.82899488
38	55.36583091
39	54.87464096
40	54.44832004
41	53.98675091
42	53.55538918
43	53.11454886
44	52.77481086
45	52.43412533
46	52.05372702
47	51.74069324
48	51.39811509
49	51.12425319
50	50.83247693
51	50.53504658
52	50.22007291
53	49.95540922
54	49.7039555
55	49.48541034
56	49.23353077
57	48.99022062
58	48.78617906
59	48.55201514
60	48.3339818
61	48.14763346
62	47.97677219
63	47.78565616
64	47.62676573
65	47.47088048
66	47.34332457
67	47.17869026
68	47.00943454
69	46.8708088
70	46.75488207
71	46.65488422
72	46.53805201
73	46.43427925
74	46.32634936
75	46.22369282
76	46.10266853
77	45.987886
78	45.85123582
79	45.71971731
80	45.60121206
81	45.4739882
82	45.34035362
83	45.20106773
84	45.10409037
85	44.98708314
86	44.914877
87	44.81613092
88	44.71945385
89	44.62711801
90	44.54789874
91	44.44366933
92	44.36877545
93	44.27001997
94	44.17752866
95	44.09909077
96	44.06882711
97	43.98887711
98	43.89327765
99	43.80077817
100	43.73763945
101	43.67547786
102	43.60132462
103	43.5292128
104	43.44881074
105	43.39989322
106	43.34395291
107	43.26930919
108	43.19695835
109	43.13744264
110	43.07891902
111	43.01651336
112	42.96465995
113	42.89484053
114	42.84675654
115	42.80177736
116	42.75807238
117	42.70740995
118	42.66238611
119	42.61194055
120	42.57314192
121	42.51085352
122	42.46198546
123	42.38757008
124	42.34572836
125	42.30178827
126	42.23678818
127	42.20441923
128	42.17144204
129	42.11300991
130	42.07207869
131	42.04443156
132	41.99343823
133	41.96682087
134	41.94593371
135	41.91589748
136	41.85543451
137	41.81967274
138	41.78389726
139	41.72755708
140	41.67784375
141	41.63331871
142	41.6002182
143	41.53441741
144	41.50567185
145	41.46230205
146	41.43292721
147	41.37984884
148	41.35597973
149	41.32635097
150	41.29581297
151	41.26917067
152	41.24827915
153	41.21504065
154	41.18519227
155	41.16420641
156	41.13556482
157	41.08752038
158	41.07502739
159	41.04929368
160	41.03214901
161	40.99508914
162	40.97144616
163	40.94703563
164	40.91541917
165	40.88819112
166	40.86519828
167	40.85796214
168	40.81571304
169	40.78404661
170	40.7705662
171	40.76667126
172	40.74429228
173	40.72445912
174	40.6937088
175	40.67538057
176	40.63622438
177	40.61080592
178	40.58029306
179	40.53258818
180	40.50089543
181	40.48843821
182	40.46991437
183	40.45765696
184	40.42745413
185	40.39689043
186	40.37755105
187	40.3587229
188	40.3429498
189	40.32593166
190	40.29751085
191	40.29554253
192	40.28545327
193	40.25753251
194	40.23940041
195	40.2256707
196	40.20204775
197	40.18109026
198	40.14424605
199	40.12730783
200	40.10857504
201	40.09397889
202	40.08157067
203	40.06552567
204	40.04172991
205	40.03655907
206	40.03180242
207	40.01853221
208	40.00395854
209	39.96942803
210	39.92962698
211	39.88646628
212	39.86282448
213	39.84485511
214	39.81817625
215	39.79709134
216	39.76707676
217	39.72781814
218	39.72468307
219	39.71078687
220	39.70247257
221	39.67717767
222	39.6569776
223	39.64651899
224	39.61606576
225	39.60667587
226	39.59236168
227	39.57468923
228	39.55293927
229	39.55072414
230	39.54158661
231	39.54034433
232	39.53775658
233	39.52942145
234	39.48941493
235	39.44174282
236	39.43794037
237	39.41150144
238	39.38800074
239	39.35617864
240	39.32802662
241	39.30842447
242	39.29885596
243	39.25694969
244	39.21301263
245	39.20798311
246	39.20194608
247	39.1949565
248	39.19026743
249	39.17791623
250	39.16153133
251	39.14681124
252	39.12782656
253	39.10771769
254	39.07859188
255	39.07714205
256	39.05515085
257	39.04538658
258	39.02648901
259	38.98993022
260	38.98460601
261	38.96006999
262	38.94157247
263	38.91184479
264	38.90529376
265	38.90504007
266	38.88311266
267	38.87976045
268	38.8677304
269	38.84449915
270	38.81152941
271	38.80124629
272	38.79538663
273	38.76954317
274	38.74750619
275	38.73032071
276	38.70477672
277	38.70170725
278	38.696627
279	38.6757494
280	38.66471757
281	38.65458139
282	38.63637209
283	38.63400418
284	38.61710298
285	38.60920769
286	38.58602036
287	38.54305772
288	38.54115084
289	38.51812254
290	38.49150468
291	38.47730786
292	38.45254602
293	38.43673709
294	38.42332555
295	38.41947984
296	38.40089751
297	38.38624082
298	38.38515965
299	38.36992829
300	38.36509292
301	38.35175049
302	38.33587081
303	38.31850084
304	38.29713611
305	38.29657998
306	38.27180047
307	38.25676568
308	38.22812177
309	38.19516125
310	38.16942642
311	38.15983732
312	38.15471185
313	38.14097067
314	38.13671096
315	38.10359263
316	38.07664152
317	38.05775353
318	38.04899138
319	38.04591133
320	38.04491048
321	38.01596409
322	38.01298551
323	38.00375166
324	37.98610213
325	37.97131546
326	37.95382977
327	37.94147236
328	37.93208876
329	37.91713289
330	37.91159262
331	37.89902488
332	37.8823615
333	37.87246689
334	37.86630069
335	37.86212738
336	37.85120535
337	37.81486654
338	37.80778761
339	37.79318594
340	37.78693005
341	37.78438951
342	37.74574231
343	37.71823298
344	37.69906726
345	37.69640384
346	37.67003385
347	37.65982917
348	37.65244044
349	37.61570409
350	37.60545351
351	37.59853018
352	37.58359109
353	37.57880952
354	37.54387594
355	37.52900164
356	37.52628828
357	37.52003688
358	37.5002063
359	37.48130729
360	37.45515303
361	37.44938814
362	37.42096882
363	37.41573685
364	37.40769376
365	37.37925005
366	37.34850754
367	37.33163232
368	37.3133933
369	37.29467214
370	37.29267972
371	37.2920162
372	37.27337001
373	37.27052327
374	37.26207559
375	37.25378225
376	37.23935693
377	37.22365006
378	37.20976657
379	37.20495933
380	37.18416234
381	37.17394874
382	37.16140364
383	37.14446647
384	37.14297483
385	37.13567814
386	37.12029628
387	37.11487756
388	37.10925835
389	37.10545101
390	37.10196384
391	37.08810478
392	37.07228163
393	37.05544086
394	37.05473694
395	37.03842971
396	37.02971406
397	36.99829809
398	36.98827354
399	36.97283097
400	36.96600263
401	36.95003714
402	36.93162252
403	36.91200099
404	36.90431223
405	36.88487177
406	36.87267485
407	36.84512266
408	36.83941494
409	36.83565684
410	36.82184191
411	36.81614404
412	36.79735153
413	36.77958381
414	36.77895217
415	36.75074212
416	36.74406322
417	36.72851386
418	36.70486966
419	36.69191696
420	36.67653062
421	36.65866633
422	36.64824442
423	36.62672605
424	36.614695
425	36.61095786
426	36.60994247
427	36.60019919
428	36.57933859
429	36.56689251
430	36.54181556
431	36.51432357
432	36.50674771
433	36.49836232
434	36.47141869
435	36.46650043
436	36.46036246
437	36.44988984
438	36.44937137
439	36.42029799
440	36.40332516
441	36.38957482
442	36.38902681
443	36.37600238
444	36.36162138
445	36.3595404
446	36.34061829
447	36.33609158
448	36.32815568
449	36.319696
450	36.30098896
451	36.29989026
452	36.29144118
453	36.27803474
454	36.26752666
455	36.25780993
456	36.25167587
457	36.23728442
458	36.22675979
459	36.21952632
460	36.20439869
461	36.19765162
462	36.18962585
463	36.17920888
464	36.15372355
465	36.1510852
466	36.14070582
467	36.10866875
468	36.10717173
469	36.09705138
470	36.08712657
471	36.0775788
472	36.07304752
473	36.06914925
474	36.0604428
475	36.0399427
476	35.99351413
477	35.99142406
478	35.98080523
479	35.97378473
480	35.96909641
481	35.95712395
482	35.95047047
483	35.92687105
484	35.91505013
485	35.91062615
486	35.89458001
487	35.86079303
488	35.83622988
489	35.81632596
490	35.7990119
491	35.7776971
492	35.76666471
493	35.75901563
494	35.74446104
495	35.72792127
496	35.71176153
497	35.69245344
498	35.67757303
499	35.65932527
500	35.63681243
501	35.63203233
502	35.62164317
503	35.59591994
504	35.57732683
505	35.54271226
506	35.513777
507	35.50214079
508	35.46157366
509	35.42406779
510	35.41096416
511	35.38205749
512	35.36422393
513	35.35229237
514	35.3461532
515	35.32102636
516	35.31747885
517	35.30591747
518	35.28509442
519	35.26661771
520	35.24159727
521	35.23196589
522	35.20853259
523	35.20016248
524	35.19556209
525	35.18186205
526	35.17391244
527	35.17240473
528	35.15515505
529	35.13248785
530	35.10159756
531	35.08609449
532	35.06664044
533	35.05923278
534	35.05208256
535	35.03375422
536	35.00921853
537	35.00544726
538	34.98515128
539	34.96777064
540	34.95148975
541	34.94503321
542	34.92280433
543	34.90822953
544	34.903719
545	34.90058658
546	34.89048099
547	34.86110995
548	34.85710025
549	34.85167869
550	34.83120951
551	34.82403968
552	34.81177272
553	34.79831462
554	34.79115958
555	34.78268715
556	34.7604059
557	34.75771532
558	34.73446593
559	34.72256889
560	34.70461547
561	34.69367873
562	34.69096937
563	34.68376923
564	34.68106779
565	34.67236566
566	34.66895652
567	34.66251299
568	34.6535019
569	34.62997207
570	34.62145689
571	34.61815836
572	34.59515088
573	34.57662561
574	34.54939979
575	34.54565187
576	34.5274766
577	34.51708568
578	34.50774896
579	34.49714181
580	34.49139083
581	34.48734211
582	34.47117971
583	34.45976841
584	34.44373594
585	34.43196764
586	34.42073549
587	34.40657976
588	34.40568977
589	34.38799089
590	34.37552033
591	34.3723036
592	34.36496853
593	34.34731966
594	34.34523533
595	34.33995095
596	34.32902025
597	34.32169271
598	34.30555207
599	34.29956776
600	34.2826766
601	34.27413349
602	34.2593493
603	34.25210881
604	34.24425149
605	34.21565015
606	34.19702961
607	34.1910875
608	34.17227952
609	34.16035771
610	34.15355799
611	34.1467015
612	34.11973619
613	34.10005379
614	34.07372361
615	34.04674393
616	34.0399147
617	34.02785857
618	34.02001655
619	34.01069266
620	33.98471732
621	33.97034177
622	33.96133644
623	33.95587039
624	33.93281584
625	33.92202873
626	33.91314017
627	33.89876692
628	33.89648159
629	33.88373257
630	33.88107279
631	33.86546126
632	33.85356283
633	33.85063834
634	33.83326249
635	33.81508962
636	33.80683023
637	33.78917375
638	33.77941694
639	33.77251384
640	33.76221907
641	33.75804684
642	33.74620524
643	33.7368613
644	33.73252507
645	33.72318355
646	33.70506258
647	33.6821608
648	33.66946852
649	33.65453683
650	33.64233829
651	33.6221601
652	33.61439311
653	33.59863594
654	33.5826356
655	33.57201129
656	33.55675935
657	33.54435209
658	33.53280779
659	33.51641724
660	33.50565387
661	33.49463603
662	33.48753402
663	33.46703529
664	33.45348077
665	33.44051466
666	33.43482071
667	33.41350374
668	33.39850677
669	33.39453759
670	33.38743684
671	33.37234694
672	33.35940767
673	33.34785025
674	33.33856187
675	33.32462275
676	33.31178302
677	33.30732969
678	33.30021243
679	33.28841445
680	33.28313551
681	33.27681075
682	33.26358039
683	33.25230156
684	33.2441335
685	33.23563544
686	33.2315155
687	33.22144792
688	33.20705671
689	33.20383948
690	33.20154482
691	33.19090459
692	33.17367724
693	33.1624909
694	33.15955236
695	33.15097079
696	33.13852618
697	33.1336309
698	33.12397833
699	33.11578188
700	33.11295507
701	33.1085953
702	33.10538842
703	33.10239278
704	33.09236722
705	33.08072311
706	33.0666834
707	33.05448436
708	33.04493206
709	33.03088792
710	33.02860741
711	33.01756932
712	33.00689961
713	32.99713049
714	32.99393659
715	32.9913369
716	32.98977812
717	32.97151208
718	32.94942488
719	32.94008131
720	32.9250692
721	32.91826742
722	32.90641709
723	32.89669449
724	32.87435429
725	32.85504145
726	32.85204603
727	32.83527997
728	32.82828102
729	32.8128278
730	32.81057405
731	32.7925711
732	32.79162063
733	32.77695746
734	32.77446956
735	32.76186892
736	32.74988199
737	32.7339317
738	32.73131676
739	32.71846358
740	32.71120906
741	32.70828468
742	32.69128128
743	32.69018881
744	32.68902782
745	32.67463977
746	32.66345943
747	32.65547953
748	32.64430858
749	32.63451948
750	32.61763094
751	32.60714309
752	32.60089612
753	32.59013041
754	32.58861797
755	32.58043336
756	32.57673541
757	32.56775594
