iter	Passed	Remaining
0	27	273632
1	55	278182
2	85	284264
3	131	327788
4	157	314976
5	189	316428
6	284	405833
7	618	772858
8	1019	1132208
9	1297	1295714
10	1532	1391760
11	1570	1306897
12	1605	1233272
13	1636	1167302
14	1676	1115866
15	1723	1075443
16	1756	1031383
17	1782	988657
18	1811	951457
19	1841	918725
20	1873	890278
21	1903	863347
22	1931	837750
23	1956	813071
24	1985	792069
25	2015	773202
26	2043	754908
27	2071	737895
28	2102	722897
29	2127	707160
30	2153	692498
31	2181	679446
32	2207	666745
33	2231	654220
34	2287	651290
35	2312	640043
36	2337	629519
37	2364	619774
38	2386	609415
39	2407	599417
40	2431	590618
41	2459	583099
42	2482	574743
43	2507	567393
44	2892	639878
45	3152	682187
46	3504	742115
47	3869	802248
48	3914	794892
49	3942	784577
50	3970	774581
51	3998	764856
52	4027	755875
53	4052	746391
54	4079	737567
55	4107	729415
56	4135	721468
57	4164	713811
58	4189	705853
59	4214	698262
60	4248	692223
61	4275	685380
62	4302	678646
63	4329	672212
64	4358	666242
65	4385	660085
66	4416	654827
67	4439	648478
68	4465	642668
69	4491	637138
70	4517	631705
71	4540	626065
72	4566	620996
73	4590	615712
74	4612	610367
75	4636	605440
76	4659	600497
77	4686	596085
78	4711	591700
79	4736	587314
80	4763	583266
81	4790	579429
82	4818	575710
83	4844	571854
84	4872	568410
85	4896	564488
86	5304	604377
87	5581	628651
88	5965	664287
89	6286	692169
90	6329	689230
91	6354	684397
92	6383	679970
93	6412	675731
94	6436	671072
95	6478	668381
96	6520	665687
97	6548	661700
98	6575	657590
99	6607	654095
100	6636	650467
101	6667	646965
102	6696	643467
103	6722	639706
104	6750	636108
105	6781	632948
106	6814	630014
107	6841	626664
108	6880	624322
109	6902	620577
110	6925	616986
111	6952	613790
112	6972	610100
113	6993	606500
114	7014	602939
115	7037	599608
116	7059	596334
117	7085	593413
118	7151	593795
119	7186	591725
120	7214	588999
121	7251	587148
122	7272	583953
123	7296	581152
124	7322	578513
125	7666	600750
126	8051	625898
127	8331	642535
128	8602	658245
129	8631	655363
130	8657	652239
131	8685	649294
132	8709	646103
133	8734	643123
134	8760	640139
135	8791	637662
136	8816	634703
137	8845	632147
138	8881	630073
139	8910	627576
140	8937	624954
141	8976	623195
142	9003	620610
143	9033	618259
144	9060	615794
145	9086	613290
146	9115	610998
147	9148	609015
148	9178	606851
149	9204	604430
150	9231	602110
151	9255	599632
152	9304	598825
153	9342	597307
154	9365	594857
155	9388	592416
156	9415	590308
157	9439	588024
158	9464	585785
159	9496	584049
160	9519	581737
161	9544	579592
162	9578	578038
