iter	Passed	Remaining
0	43	437083
1	72	360765
2	101	337137
3	129	322225
4	169	338009
5	199	331088
6	221	315778
7	248	309709
8	273	303638
9	298	297525
10	323	293153
11	347	288428
12	370	283988
13	392	279586
14	416	276951
15	443	276074
16	468	274704
17	494	273944
18	523	274426
19	550	274209
20	582	276207
21	637	288667
22	670	290581
23	696	288913
24	721	287217
25	746	286067
26	774	285520
27	801	284828
28	838	287965
29	868	288225
30	895	287454
31	947	294725
32	976	294377
33	1003	293778
34	1034	294006
35	1058	292406
36	1089	292980
37	1115	292062
38	1153	294224
39	1179	293281
40	1280	310483
41	1313	310927
42	1343	310675
43	1376	310888
44	1404	310176
45	1430	309100
46	1457	308163
47	1486	307746
48	1515	307259
49	1549	307876
50	1592	310244
51	1620	309596
52	1647	308648
53	1673	307811
54	1697	306422
55	1724	305800
56	1753	305417
57	1781	304803
58	1811	304648
59	1845	305257
60	1871	304408
61	1901	304266
62	1926	303319
63	1956	303199
64	1983	302743
65	2013	302644
66	2037	301543
67	2063	300966
68	2093	300840
69	2122	300566
70	2154	300837
71	2181	300318
72	2210	300146
73	2237	299637
74	2268	299670
75	2300	299875
76	2329	299715
77	2368	300835
78	2404	301504
79	2438	301875
80	2471	302131
81	2497	301589
82	2523	300985
83	2596	305960
84	2631	306441
85	2663	306521
86	2690	306066
87	2719	305800
88	2749	305703
89	2781	305775
90	2810	305558
91	2835	304888
92	2930	311694
93	2970	312579
94	2997	311981
95	3025	311617
96	3051	311008
97	3122	314995
98	3162	315792
99	3195	315860
100	3222	315297
101	3254	315304
102	3285	315146
103	3313	314788
104	3412	321030
105	3451	321633
106	3486	321805
107	3518	321773
108	3551	321730
109	3626	325550
110	3671	326598
111	3698	325985
112	3762	328662
113	3838	332368
114	3874	332457
115	3897	331556
116	3929	331395
117	3959	331090
118	3992	330968
119	4095	336662
120	4143	337764
121	4176	337651
122	4204	337050
123	4238	337054
124	4263	336273
125	4289	335604
126	4390	340798
127	4424	340692
128	4452	340178
129	4483	339849
130	4511	339360
131	4540	338904
132	4571	338575
133	4597	337954
134	4639	338497
135	4673	338384
136	4703	338065
137	4740	338217
138	4803	340208
139	4840	340351
140	4868	339841
141	4898	339498
142	4985	343077
143	5033	343939
144	5081	344826
145	5111	344418
146	5159	345268
147	5191	345007
148	5223	344753
149	5252	344336
150	5283	344071
151	5309	343467
152	5404	347276
153	5475	349531
154	5504	349038
155	5532	348567
156	5561	348092
157	5590	347675
158	5666	350116
159	5705	350325
160	5732	349777
161	5761	349324
162	5790	348911
163	5820	348542
164	5849	348127
165	5877	347616
166	5906	347188
167	5930	346492
168	5959	346126
169	5988	345733
170	6016	345260
171	6048	345058
172	6078	344723
173	6104	344171
174	6140	344173
175	6171	343918
176	6201	343605
177	6229	343194
178	6254	342599
179	6282	342167
180	6307	341593
181	6333	341123
182	6357	340506
183	6384	340044
184	6411	339619
185	6441	339332
186	6474	339216
187	6504	338906
188	6535	338685
189	6567	338533
190	6592	337996
191	6623	337816
192	6656	337682
193	6687	337502
194	6712	336992
195	6785	338835
196	6817	338686
197	6848	338484
198	6876	338146
199	6904	337757
200	6932	337397
201	6968	337473
