iter	RMSE
0	57.44132125
1	57.11409021
2	56.78278376
3	56.43406495
4	56.1402287
5	55.79680742
6	55.53483648
7	55.27081208
8	55.02479982
9	54.78880379
10	54.55757784
11	54.33457822
12	54.12728328
13	53.91718512
14	53.71967443
15	53.48413552
16	53.30417415
17	53.13390798
18	52.97289861
19	52.80877764
20	52.60352624
21	52.4500591
22	52.30400985
23	52.10269477
24	51.96402252
25	51.84165437
26	51.65678606
27	51.50624951
28	51.38447323
29	51.22587644
30	51.05657469
31	50.9551889
32	50.80819457
33	50.65389521
34	50.52004276
35	50.42820769
36	50.28426386
37	50.19114236
38	50.08843732
39	49.99688197
40	49.91371127
41	49.79935073
42	49.71465557
43	49.64119013
44	49.55759402
45	49.48369695
46	49.42264617
47	49.3230375
48	49.25699079
49	49.15739065
50	49.06614185
51	48.961563
52	48.901428
53	48.84558852
54	48.79633959
55	48.71246746
56	48.66922167
57	48.58390596
58	48.53833833
59	48.46667576
60	48.39731889
61	48.33903309
62	48.28396142
63	48.24252273
64	48.17845585
65	48.10114422
66	48.0654452
67	48.00966532
68	47.95580539
69	47.89594189
70	47.82482397
71	47.79368745
72	47.73028152
73	47.69021895
74	47.63757553
75	47.58420045
76	47.52993187
77	47.47484769
78	47.41981448
79	47.36926037
80	47.33758689
81	47.28348693
82	47.26098358
83	47.23429178
84	47.17478101
85	47.14970935
86	47.10299955
87	47.05786086
88	46.99744003
89	46.95148444
90	46.91686273
91	46.89015501
92	46.86696204
93	46.81285452
94	46.79138561
95	46.74662899
96	46.72337155
97	46.69403604
98	46.67144457
99	46.64821223
100	46.61351307
101	46.56414002
102	46.54653511
103	46.50707673
104	46.48065799
105	46.45057031
106	46.41406574
107	46.39336397
108	46.3620824
109	46.34211354
110	46.31329384
111	46.28420954
112	46.24665008
113	46.22840099
114	46.2039643
115	46.19051161
116	46.15297277
117	46.12201338
118	46.09415055
119	46.06849462
120	46.03519537
121	46.0218381
122	46.0133261
123	45.98641394
124	45.97594498
125	45.96294415
126	45.93530641
127	45.90895762
128	45.89231429
129	45.86317215
130	45.84040354
131	45.82852907
132	45.80232135
133	45.78626536
134	45.7732374
135	45.75782358
136	45.74291563
137	45.72427304
138	45.71300178
139	45.69454519
140	45.67632052
141	45.6613917
142	45.65180684
143	45.63166187
