iter	RMSE
0	57.86525208
1	57.24418875
2	56.62039712
3	56.03569733
4	55.44859753
5	54.90003094
6	54.38214436
7	53.87374629
8	53.3786901
9	52.88334449
10	52.41662834
11	51.95266225
12	51.5350313
13	51.13033357
14	50.71474025
15	50.31932023
16	49.92753322
17	49.55556774
18	49.21783929
19	48.87196351
20	48.56058497
21	48.23724916
22	47.91159023
23	47.60201699
24	47.31406821
25	47.01599487
26	46.74174242
27	46.48733158
28	46.23117277
29	45.98487335
30	45.76493218
31	45.53667623
32	45.31616372
33	45.09492825
34	44.89953317
35	44.70162556
36	44.5128957
37	44.31322637
38	44.12941045
39	43.94818042
40	43.77139593
41	43.60474035
42	43.45388099
43	43.30747827
44	43.17258422
45	43.00503185
46	42.84236274
47	42.70844524
48	42.55925353
49	42.437482
50	42.31274815
51	42.20355649
52	42.08175776
53	41.93432902
54	41.81937288
55	41.72901884
56	41.62906831
57	41.50557073
58	41.42064909
59	41.29537312
60	41.18410038
61	41.09282345
62	40.98165044
63	40.87388214
64	40.79865621
65	40.72697831
66	40.6528246
67	40.57989948
68	40.51113759
69	40.44568414
70	40.37076732
71	40.29319563
72	40.22663062
73	40.15140566
74	40.09412125
75	39.98754012
76	39.82610856
77	39.69405007
78	39.54874513
79	39.46363691
80	39.35509913
81	39.20595895
82	39.11800105
83	39.01427608
84	38.92994393
85	38.8378865
86	38.72199309
87	38.652618
88	38.5969429
89	38.51937592
90	38.46693253
91	38.38012971
92	38.30698635
93	38.20274451
94	38.1425463
95	38.07547047
96	38.00641046
97	37.96599855
98	37.88217109
99	37.82453539
100	37.77425142
101	37.69291485
102	37.64107619
103	37.58661327
104	37.52793687
105	37.48258648
106	37.39172772
107	37.34979719
108	37.27869225
109	37.24076561
110	37.17965636
111	37.1065603
112	37.0562882
113	36.98549519
114	36.94631383
115	36.9054459
116	36.87052255
117	36.84012955
118	36.80293592
119	36.7695156
120	36.71601644
121	36.6751678
122	36.61251206
123	36.58419202
124	36.55745917
125	36.50919034
126	36.49061713
127	36.4681749
128	36.43228287
129	36.41079419
130	36.38336233
131	36.3494751
132	36.326934
133	36.28973797
134	36.26519722
135	36.24416523
136	36.21128293
137	36.18456866
138	36.14041683
139	36.07878202
140	36.04832395
141	36.02450092
142	35.99997612
143	35.98016497
144	35.96452088
145	35.93889916
146	35.92019039
147	35.90322444
148	35.89070292
149	35.87022683
150	35.84529546
151	35.82614399
152	35.80681884
153	35.7806359
154	35.77012688
155	35.71306503
156	35.67975009
157	35.66050676
158	35.6336607
159	35.62112279
160	35.57412009
161	35.54692454
162	35.52133924
163	35.49701528
164	35.48566962
165	35.46422581
166	35.454915
167	35.43377712
168	35.42358518
169	35.40353253
170	35.38296111
171	35.36907006
172	35.34775641
173	35.33405018
174	35.31293795
175	35.23246745
176	35.20843119
177	35.19195005
178	35.1431237
179	35.13315548
180	35.12608523
181	35.11428572
182	35.10440772
183	35.09326017
184	35.08423879
185	35.07632137
186	35.06222893
187	35.04532646
188	35.00800556
189	34.99971636
190	34.9934509
191	34.98258589
192	34.9729765
193	34.96056637
194	34.9548512
195	34.94376702
196	34.93637954
197	34.9301026
198	34.92227682
199	34.86904247
200	34.85711713
201	34.85309326
202	34.83416017
203	34.81939621
204	34.80770306
205	34.79372698
206	34.78228307
207	34.77186815
