iter	RMSE
0	57.07569385
1	56.05789727
2	55.13732972
3	54.36170573
4	53.45459678
5	52.86360219
6	52.11571525
7	51.56011328
8	51.15018972
9	50.63510665
10	50.16986167
11	49.85013902
12	49.50502992
13	49.26116389
14	49.0439836
15	48.77492043
16	48.56243293
17	48.37494909
18	48.19512916
19	48.08122759
20	47.87985242
21	47.73886362
22	47.60456394
23	47.50256264
24	47.40100594
25	47.21303171
26	47.07480747
27	46.90967386
28	46.77922973
29	46.67338428
30	46.6143126
31	46.51954159
32	46.42955245
33	46.34069689
34	46.28007591
35	46.22127835
36	46.12025526
37	46.0361611
38	45.95463918
39	45.87018883
40	45.79551292
41	45.74445435
42	45.707814
43	45.66512853
44	45.62141952
45	45.56548612
46	45.52481803
47	45.50084766
48	45.42078258
49	45.36865401
50	45.34668222
51	45.28951182
52	45.23238773
53	45.19631007
54	45.16964278
55	45.11938729
56	45.08340089
57	45.02970436
58	44.996399
59	44.95944806
60	44.93087695
61	44.90706418
62	44.87100474
63	44.83960711
64	44.80565759
65	44.77646074
66	44.74373023
67	44.69455134
68	44.66903183
69	44.66418177
70	44.64736269
71	44.63638954
72	44.6021828
73	44.58622622
74	44.56109396
75	44.54518558
76	44.50870734
77	44.49927242
78	44.49387744
79	44.47829049
80	44.47160763
81	44.45892616
82	44.45283611
83	44.42481941
84	44.39868775
85	44.39118549
86	44.38335065
87	44.34928052
88	44.32563645
89	44.30289805
90	44.28822899
91	44.26334343
92	44.23223531
93	44.22700989
94	44.20842907
95	44.19498651
96	44.17078121
97	44.14305282
98	44.1056018
99	44.09477636
100	44.09405567
101	44.08802446
102	44.07995546
103	44.05935323
104	44.0471071
105	44.00331626
106	43.97682096
107	43.97297957
108	43.94447148
109	43.93167331
110	43.9281465
111	43.91386316
112	43.90693527
113	43.8955105
114	43.87598749
115	43.85604058
116	43.84880589
117	43.83270073
118	43.81314728
119	43.79490134
120	43.78126714
121	43.77567165
122	43.76955155
123	43.75252923
124	43.72993258
125	43.71448369
126	43.70840738
127	43.69679532
128	43.67297098
129	43.65479295
130	43.63932581
131	43.6255333
132	43.61145496
133	43.58562907
134	43.56634305
135	43.56065045
136	43.55306034
137	43.5302986
138	43.5205078
139	43.49551461
140	43.48014293
