iter	RMSE
0	57.78870347
1	57.34676178
2	56.92867778
3	56.54711825
4	56.18032835
5	55.7640475
6	55.41971042
7	55.02795273
8	54.69756627
9	54.33998758
10	54.06289722
11	53.74633544
12	53.4733179
13	53.22505671
14	53.0016609
15	52.78509176
16	52.58026965
17	52.37319466
18	52.12416224
19	51.8948547
20	51.66050016
21	51.49885127
22	51.329915
23	51.18478901
24	51.04533321
25	50.85502321
26	50.68807812
27	50.52708022
28	50.39554406
29	50.23608917
30	50.10202425
31	49.99521602
32	49.88963954
33	49.74472164
34	49.64603227
35	49.56871762
36	49.47895822
37	49.35079191
38	49.21942528
39	49.13516105
40	49.0535301
41	48.98776891
42	48.92025527
43	48.86292656
44	48.79272327
45	48.74018349
46	48.63811106
47	48.5489144
48	48.49565485
49	48.40205287
50	48.31586331
51	48.24311455
52	48.1639943
53	48.12284552
54	48.05416873
55	48.01299331
56	47.95193128
57	47.88538163
58	47.81172709
59	47.7694824
60	47.73654448
61	47.66333946
62	47.61558136
63	47.56864812
64	47.5301913
65	47.49665357
66	47.44211239
67	47.40746564
68	47.36308804
69	47.33292978
70	47.27996811
71	47.23610076
72	47.21366302
73	47.18252648
74	47.11768977
75	47.08685219
76	47.06653905
77	47.01722457
78	46.96098336
79	46.91349245
80	46.86821653
81	46.82940399
82	46.80223265
83	46.77092892
84	46.75008022
85	46.68846808
86	46.6458745
87	46.60626315
88	46.5504105
89	46.51375007
90	46.48061511
91	46.43190304
92	46.38600335
93	46.35744244
94	46.32125094
95	46.2779759
96	46.26018656
97	46.22076358
98	46.19963015
99	46.17597289
100	46.13751218
101	46.1039607
102	46.08259601
103	46.06097959
104	46.04432494
105	46.01278066
106	45.99650702
107	45.9690424
108	45.94319275
109	45.93078451
110	45.90923585
111	45.89502939
112	45.87146134
113	45.8214436
114	45.78341936
115	45.76589598
116	45.74968654
117	45.73777353
118	45.72418964
119	45.70498275
120	45.68244632
121	45.64767562
122	45.6232314
123	45.59670752
124	45.57101573
125	45.54781169
126	45.53126246
127	45.50213671
128	45.47004348
129	45.45055779
130	45.42728366
131	45.40396565
132	45.38457862
133	45.36089344
134	45.33490924
135	45.31014509
136	45.30093862
137	45.28208948
138	45.25894981
139	45.23640511
140	45.22327085
141	45.21012255
142	45.19443401
143	45.17563974
144	45.15749123
145	45.14165488
146	45.11914169
147	45.09950425
148	45.07857916
149	45.05920727
150	45.04159074
151	45.02531955
152	45.00721361
153	44.99745967
154	44.98297645
155	44.97077892
156	44.95763216
157	44.93862318
158	44.92890444
159	44.92243183
160	44.90391281
161	44.8887025
162	44.87469761
163	44.86227469
164	44.85168758
165	44.84665272
166	44.83349186
167	44.82925988
168	44.82001887
169	44.80432643
170	44.79176301
171	44.78343444
