iter	RMSE	MAE
999	37.13053189	16.44687205
1000	37.11685845	16.44223019
1001	37.0994799	16.43693733
1002	37.08433594	16.43081175
1003	37.08149209	16.42863176
1004	37.07197207	16.42646749
1005	37.06977838	16.42425081
1006	37.06857286	16.4235591
1007	37.06478054	16.42044787
1008	37.06378077	16.41909034
1009	37.06222029	16.41730332
1010	37.05961051	16.41583243
1011	37.058474	16.41465008
1012	37.03985015	16.41149773
1013	37.03833029	16.41077675
1014	37.03793352	16.41015962
1015	37.03696299	16.40913691
1016	37.03290803	16.40583566
1017	37.03066795	16.40406975
1018	37.02267794	16.40041947
1019	37.01617432	16.39713653
1020	37.01208468	16.39411522
1021	37.00326046	16.38892607
1022	36.99580273	16.38697749
1023	36.99384079	16.3853532
1024	36.98681208	16.38334147
1025	36.98421392	16.38181719
1026	36.98253331	16.38050277
1027	36.97798859	16.37747612
1028	36.97385165	16.37545733
1029	36.97180164	16.37374496
1030	36.96444585	16.37109452
1031	36.96174738	16.36917415
1032	36.96102009	16.36855266
1033	36.9579143	16.36642087
1034	36.95778164	16.36623523
1035	36.94139956	16.36038013
1036	36.93914185	16.35810945
1037	36.93657174	16.35606841
1038	36.93097327	16.35289897
1039	36.92808339	16.351741
1040	36.9223639	16.34865794
1041	36.91713214	16.34500111
1042	36.91250184	16.34248505
1043	36.9041398	16.33826393
1044	36.9033611	16.33771959
1045	36.8968623	16.33463641
1046	36.89647564	16.33396006
1047	36.89429108	16.33248851
1048	36.88843278	16.32963171
1049	36.88684533	16.32760631
1050	36.88241239	16.32374052
1051	36.88006222	16.32200862
1052	36.87934726	16.3208465
1053	36.87205317	16.31737412
1054	36.86648143	16.31489548
1055	36.86332401	16.31127786
1056	36.85863238	16.30793061
1057	36.85619516	16.30580618
1058	36.85546181	16.30431065
1059	36.84867806	16.3014232
1060	36.84213708	16.29781701
1061	36.84140295	16.29662846
1062	36.84087896	16.29632092
1063	36.83055755	16.29215842
1064	36.82901342	16.28998064
1065	36.82349563	16.2865911
1066	36.82113501	16.28445992
1067	36.81904665	16.28264296
1068	36.81619155	16.27951773
1069	36.8096821	16.27634259
1070	36.80556513	16.27290078
1071	36.8052152	16.27215801
1072	36.80414547	16.27034115
1073	36.79863565	16.2667434
1074	36.79260683	16.26400655
1075	36.79026693	16.26278768
1076	36.7860885	16.25995058
1077	36.78128901	16.25771791
1078	36.77979105	16.256016
1079	36.77741778	16.25388171
1080	36.77137895	16.25059544
1081	36.77072395	16.24955043
1082	36.76925979	16.24794218
1083	36.7661247	16.24608012
1084	36.76580749	16.245646
1085	36.76356848	16.24421582
1086	36.76004882	16.2412746
1087	36.75847956	16.23972359
1088	36.75684424	16.23851052
1089	36.75233139	16.23475356
1090	36.74847786	16.23263497
1091	36.74316531	16.22926367
1092	36.74050288	16.22817616
1093	36.73692268	16.22736356
1094	36.73441357	16.22558225
1095	36.72510482	16.2220764
1096	36.7241908	16.22120754
1097	36.72276002	16.21847775
1098	36.71497203	16.21377727
1099	36.7142976	16.21252579
1100	36.70411631	16.20884728
1101	36.69514754	16.20397621
1102	36.68682394	16.20004809
1103	36.68517659	16.19857894
1104	36.67760207	16.19621042
1105	36.67717512	16.19537199
1106	36.67561683	16.1935896
1107	36.67241673	16.19202496
1108	36.6704861	16.19078185
1109	36.66163595	16.18676176
1110	36.65871563	16.18430968
1111	36.65643694	16.18273842
1112	36.65493921	16.18142796
1113	36.65242094	16.17996159
1114	36.63819014	16.17771888
1115	36.6321265	16.17501984
1116	36.63140075	16.17416757
1117	36.63039025	16.17290487
1118	36.6261978	16.17007646
1119	36.62604533	16.16986202
1120	36.62022634	16.16843607
1121	36.61661282	16.16479304
1122	36.61366379	16.16219764
1123	36.60581094	16.15847332
1124	36.60264742	16.15677628
1125	36.59912811	16.15457754
1126	36.59111166	16.15102529
1127	36.58524423	16.1483411
1128	36.58381615	16.14694344
1129	36.58208646	16.14482492
1130	36.57828443	16.14272704
1131	36.57673702	16.14040633
1132	36.57517772	16.13891948
1133	36.56718523	16.13583443
1134	36.56304167	16.13293412
1135	36.55935403	16.12995128
1136	36.55813419	16.12877672
1137	36.55674694	16.12789832
1138	36.55207988	16.12396902
1139	36.54218848	16.12045816
1140	36.53046537	16.11595298
1141	36.52900004	16.11454111
1142	36.52875651	16.11418131
1143	36.5268583	16.11263226
1144	36.52408862	16.11001808
1145	36.52128715	16.1080334
1146	36.51956368	16.10602736
1147	36.51719047	16.10407444
1148	36.5142303	16.10133241
1149	36.51380574	16.10071162
1150	36.51214187	16.09876024
1151	36.50826464	16.09706653
1152	36.49942265	16.09420021
1153	36.49564989	16.09095415
1154	36.4921097	16.08813969
1155	36.49114851	16.0871342
1156	36.48981733	16.08607608
1157	36.48933486	16.08533149
1158	36.48791046	16.0834864
1159	36.48732144	16.0827171
1160	36.48552971	16.08070326
1161	36.47894471	16.07846857
1162	36.47321143	16.07472412
1163	36.47126339	16.07233082
1164	36.46944992	16.07096563
1165	36.46376719	16.0666202
1166	36.46049831	16.06349747
1167	36.45993662	16.06292029
1168	36.45630983	16.06008626
1169	36.45255715	16.05791645
1170	36.45067843	16.05640558
1171	36.44473121	16.0540555
1172	36.44232705	16.05277096
1173	36.43717179	16.04989565
1174	36.43115899	16.04807668
1175	36.43094692	16.04761915
1176	36.42993284	16.04685482
1177	36.42899515	16.04594474
1178	36.42798045	16.04450052
1179	36.4260925	16.04257635
1180	36.42343478	16.0412221
1181	36.42128437	16.0401409
1182	36.41910852	16.03877781
1183	36.41209795	16.03560354
1184	36.40988944	16.03374854
1185	36.40655116	16.03094763
1186	36.40474298	16.02877747
1187	36.40175666	16.02743095
1188	36.3974102	16.02497643
1189	36.39265388	16.02175492
1190	36.3903565	16.01999587
1191	36.38732421	16.01852794
1192	36.3853174	16.01699066
1193	36.3823241	16.01454063
1194	36.380116	16.01304339
1195	36.37568941	16.012096
1196	36.37345091	16.00960037
1197	36.37194797	16.00816189
1198	36.37032243	16.00681174
1199	36.36450456	16.00282695
1200	36.36383745	16.00181578
1201	36.35846675	15.99868689
1202	36.3512849	15.99613914
1203	36.34850474	15.99483019
1204	36.34682856	15.99304123
1205	36.34292582	15.99144645
1206	36.33902376	15.99000852
1207	36.31831138	15.98454471
1208	36.31714035	15.98348266
1209	36.31128435	15.98098889
1210	36.30888615	15.97888686
1211	36.30697021	15.97635714
1212	36.30537563	15.97534802
1213	36.30211819	15.97292231
1214	36.29994932	15.97103834
1215	36.29960964	15.97018579
1216	36.29691358	15.9682292
1217	36.29668824	15.96745322
1218	36.29592627	15.96650407
1219	36.29238305	15.9643035
1220	36.29007467	15.9625297
1221	36.28867621	15.96113308
1222	36.28476967	15.95859125
1223	36.28400456	15.95780495
1224	36.28330235	15.95691633
1225	36.27952012	15.95460417
1226	36.27849624	15.95373864
1227	36.27797928	15.95320337
1228	36.27631784	15.95185278
1229	36.27509416	15.95098222
1230	36.26973782	15.94887777
1231	36.26789186	15.94757134
1232	36.26624115	15.94595543
1233	36.26412356	15.94417567
1234	36.2590544	15.94202634
1235	36.25660801	15.93923219
1236	36.25299512	15.93707727
1237	36.24914291	15.93435871
1238	36.24549989	15.93226212
1239	36.24305394	15.9301502
1240	36.24174284	15.92889056
1241	36.24058911	15.9274489
1242	36.23919534	15.92595199
1243	36.23497102	15.92355914
1244	36.22870127	15.92086116
1245	36.22416905	15.91787372
1246	36.22115018	15.9152857
1247	36.21902396	15.91397205
1248	36.21251257	15.91128433
1249	36.20869735	15.90840989
1250	36.20700162	15.90689134
1251	36.20119189	15.9047949
1252	36.19971584	15.90343942
1253	36.19928417	15.90271989
1254	36.1957813	15.89982135
1255	36.19436315	15.89847221
1256	36.18950147	15.89527165
1257	36.18047043	15.89294519
1258	36.17867105	15.89142527
1259	36.17505581	15.88808402
1260	36.17020749	15.88427995
1261	36.16733253	15.88231809
1262	36.16595851	15.88112254
1263	36.16438676	15.8801099
1264	36.16115165	15.87879854
1265	36.16025846	15.8780108
1266	36.15990067	15.87753117
1267	36.15374282	15.8757539
1268	36.14867274	15.87293846
1269	36.1465968	15.87161386
1270	36.14293296	15.86901194
1271	36.13957862	15.8669822
1272	36.13676593	15.86499388
1273	36.13588202	15.86415448
1274	36.13491719	15.86360367
1275	36.13352278	15.8625404
1276	36.13325868	15.86195193
1277	36.13125	15.86070455
1278	36.12802264	15.859346
1279	36.12714552	15.85816512
1280	36.11837987	15.85450243
1281	36.11587738	15.85242017
1282	36.11545608	15.85197597
1283	36.10877183	15.848641
1284	36.1060114	15.8466144
1285	36.10024583	15.84428069
1286	36.09912322	15.84360871
1287	36.09270004	15.84169377
1288	36.09226347	15.84099418
1289	36.08468524	15.8383102
1290	36.07940126	15.83582461
1291	36.07752085	15.83409776
1292	36.07520083	15.83178117
1293	36.06786198	15.82902876
1294	36.06459069	15.82607451
1295	36.05611491	15.82317898
1296	36.05475377	15.82205385
1297	36.05387133	15.82097264
1298	36.05237507	15.81961242
1299	36.05203637	15.81914474
1300	36.04890873	15.81702355
1301	36.04315644	15.81378139
1302	36.04079829	15.81137291
1303	36.03566991	15.80787914
1304	36.03179771	15.80412854
1305	36.02875896	15.80133904
1306	36.0220205	15.79918712
1307	36.0177986	15.79607933
1308	36.01204873	15.79260301
1309	36.00791249	15.79148039
1310	36.00641181	15.79056125
1311	36.00477394	15.78991936
1312	36.00237518	15.78772083
1313	36.00070773	15.78675137
1314	35.99959125	15.78589266
1315	35.99692393	15.78403681
1316	35.99565172	15.78269331
1317	35.99494426	15.78204301
1318	35.99224547	15.78052027
1319	35.9861231	15.77748719
1320	35.98186443	15.7746249
1321	35.98086447	15.77335582
1322	35.97987	15.77249389
1323	35.97600684	15.77010552
1324	35.97106456	15.76679058
1325	35.97072078	15.76617891
1326	35.96818088	15.76471094
1327	35.96249154	15.76162809
1328	35.95839068	15.75980934
1329	35.95404542	15.75743688
1330	35.95191399	15.75629679
1331	35.95160518	15.75568046
1332	35.94621252	15.7527284
1333	35.94511746	15.75159811
1334	35.93724932	15.74837821
1335	35.93636871	15.74689302
1336	35.93293605	15.74446388
1337	35.92938037	15.74196914
1338	35.9278503	15.74066451
1339	35.92451586	15.73856812
1340	35.92209338	15.73695451
1341	35.91759522	15.73407448
1342	35.91488898	15.73245679
1343	35.91173177	15.72968104
1344	35.90754446	15.72662041
1345	35.90640702	15.72475018
1346	35.90135573	15.7226843
1347	35.89738811	15.72028894
1348	35.8895418	15.71770895
1349	35.88820482	15.71649674
1350	35.88643412	15.71450125
1351	35.88430487	15.71236331
1352	35.8825207	15.71077709
1353	35.88153464	15.70980098
1354	35.88017523	15.70851513
1355	35.86434458	15.70364604
1356	35.86193792	15.70212132
1357	35.86063175	15.70132095
1358	35.85912665	15.70016852
1359	35.85413327	15.69674384
1360	35.85362291	15.69614037
1361	35.85275124	15.69511419
1362	35.8487243	15.69312389
1363	35.8443342	15.68980319
1364	35.84136122	15.68803914
1365	35.83977033	15.68602487
1366	35.833457	15.68348092
1367	35.8325038	15.68257066
1368	35.81834449	15.67823346
1369	35.81731475	15.67718287
1370	35.81177523	15.67545206
1371	35.81021128	15.67401713
1372	35.80368168	15.66974475
1373	35.79788625	15.66661722
1374	35.79464184	15.664383
1375	35.79363125	15.66337763
1376	35.79032913	15.66130907
1377	35.78919368	15.66016404
1378	35.78346675	15.65915341
1379	35.7800333	15.65640512
1380	35.77742733	15.65509256
1381	35.77544818	15.65395485
1382	35.76749961	15.64946491
1383	35.76733891	15.64916032
1384	35.76654855	15.64799809
1385	35.75807554	15.6443185
1386	35.75725706	15.64346652
1387	35.75270806	15.64102008
1388	35.75229065	15.64025014
1389	35.74608529	15.63624395
1390	35.74488757	15.63496616
1391	35.7421286	15.63215158
1392	35.73139986	15.62699136
1393	35.73060401	15.62591008
1394	35.71797975	15.62256553
1395	35.71285407	15.6200233
1396	35.71058704	15.61827631
1397	35.70964173	15.61721563
1398	35.70718555	15.61535715
1399	35.70392713	15.6135875
1400	35.70333598	15.61285806
1401	35.70309678	15.61229872
1402	35.70131743	15.61023395
1403	35.69952244	15.60861741
1404	35.69486242	15.60604272
1405	35.69371976	15.60463819
1406	35.68487123	15.6008631
1407	35.68382724	15.59913872
1408	35.68071369	15.59684283
1409	35.66748265	15.59303554
1410	35.6653236	15.59106885
1411	35.6643964	15.59010467
1412	35.66057985	15.58838608
1413	35.65854283	15.58704519
1414	35.65607049	15.58519005
1415	35.65398878	15.58359699
1416	35.65341248	15.58303613
1417	35.64437487	15.5790487
1418	35.64322908	15.57822504
1419	35.63902339	15.57490543
1420	35.63815151	15.5736565
1421	35.63694579	15.57241413
1422	35.63353294	15.57027966
1423	35.63255587	15.56931266
1424	35.62955988	15.56795618
1425	35.62269666	15.56612282
1426	35.62132541	15.56498583
1427	35.62026078	15.5637193
1428	35.61947437	15.56287202
1429	35.61761473	15.5604586
1430	35.6074364	15.55651618
1431	35.60492765	15.55490719
1432	35.60402481	15.55371878
1433	35.60187159	15.5519975
1434	35.59529493	15.55033833
1435	35.59129059	15.54768213
1436	35.58607499	15.54454018
1437	35.58475421	15.54291122
1438	35.5776799	15.53823759
1439	35.57525206	15.53626506
1440	35.57172582	15.53407074
1441	35.56933505	15.5318789
1442	35.56668134	15.53012882
1443	35.5655053	15.52863118
1444	35.55425065	15.52539799
1445	35.55222146	15.52382321
1446	35.55074366	15.52225007
1447	35.54975133	15.52076509
1448	35.54667397	15.5182834
1449	35.53571211	15.51608414
1450	35.53356451	15.51393969
1451	35.53053558	15.5121513
1452	35.527275	15.50929666
1453	35.52541862	15.50772965
1454	35.52296641	15.50518478
1455	35.52047137	15.50301354
1456	35.51767813	15.50106148
1457	35.51647276	15.50014815
1458	35.51597951	15.49916793
1459	35.51488946	15.49836484
1460	35.5136378	15.4972744
1461	35.51058436	15.49475877
1462	35.50802135	15.49303544
1463	35.50696909	15.49206848
1464	35.50253597	15.48869369
1465	35.50207944	15.4879186
1466	35.49959709	15.48618413
1467	35.49791004	15.48465531
1468	35.49613134	15.48285501
1469	35.49272455	15.48072662
1470	35.49197185	15.47957535
1471	35.48936638	15.47828267
1472	35.4827039	15.47413526
1473	35.48009847	15.47253272
1474	35.47979719	15.47147284
1475	35.47658137	15.46740083
1476	35.473185	15.46584668
1477	35.46528756	15.46293949
1478	35.46147104	15.46156307
1479	35.46071665	15.46075006
1480	35.45944674	15.45994061
1481	35.45878188	15.4590658
1482	35.45856354	15.45849183
1483	35.45760325	15.45780588
1484	35.45355585	15.45499041
1485	35.44801694	15.45200484
1486	35.44455425	15.45012121
1487	35.43889334	15.44753314
1488	35.43377137	15.44449795
1489	35.43227818	15.44291415
1490	35.42929242	15.44101849
1491	35.41116949	15.43698474
1492	35.40989471	15.43568629
1493	35.40000253	15.43113306
1494	35.39771802	15.42905136
1495	35.39511837	15.42758649
1496	35.3943044	15.42609393
1497	35.3931787	15.42493255
1498	35.39283029	15.4241488
1499	35.39212695	15.42338248
1500	35.39168813	15.42275185
1501	35.38915745	15.42103706
1502	35.38860946	15.4205146
1503	35.38520085	15.41895171
1504	35.38456324	15.41850728
1505	35.38327834	15.41785148
1506	35.3799262	15.4158644
1507	35.37883727	15.41482193
1508	35.37771806	15.41388422
1509	35.37272197	15.41201327
1510	35.36309061	15.40956864
1511	35.35899399	15.40852035
1512	35.35745399	15.40662575
1513	35.35650095	15.40541106
1514	35.35571753	15.40479037
1515	35.3535662	15.40259923
1516	35.35174006	15.40043191
1517	35.35148901	15.39999943
1518	35.35025131	15.39893756
1519	35.34947505	15.39790295
1520	35.34587062	15.39568564
1521	35.34511538	15.39507802
1522	35.34438157	15.39426771
1523	35.34362565	15.39397427
1524	35.33975171	15.39183748
1525	35.33495322	15.39073504
1526	35.33360031	15.3889972
1527	35.33280779	15.38819832
1528	35.33139474	15.38665696
1529	35.3298525	15.3851608
1530	35.32593252	15.38243785
1531	35.31860246	15.38011728
1532	35.31747536	15.3791847
1533	35.31395739	15.37683963
1534	35.31287148	15.3754145
1535	35.3126558	15.37492512
1536	35.30770105	15.37289143
1537	35.30098183	15.36979293
1538	35.2997607	15.36859537
1539	35.29852032	15.36780224
1540	35.29698873	15.36672457
1541	35.29403455	15.3651926
1542	35.29034581	15.36280727
1543	35.28704965	15.36026077
1544	35.27560951	15.35697004
1545	35.27053618	15.35483926
1546	35.26965067	15.35336439
1547	35.26558151	15.35093643
1548	35.26483829	15.35000215
1549	35.2598489	15.34718133
1550	35.25923659	15.34613409
1551	35.25699856	15.34527007
1552	35.25568801	15.34408406
1553	35.25418143	15.34331218
1554	35.25398317	15.34297641
1555	35.25028013	15.34163642
1556	35.248071	15.33975905
1557	35.24592972	15.33839581
1558	35.23716993	15.33590738
1559	35.23476539	15.33342756
1560	35.23445358	15.33307403
1561	35.23340967	15.33161141
1562	35.23084564	15.33044111
1563	35.2301815	15.32966423
1564	35.22264318	15.32759767
1565	35.21681848	15.32423271
1566	35.21571108	15.32295857
1567	35.2146533	15.32235732
1568	35.21318427	15.32133675
1569	35.21221333	15.31981687
1570	35.2017602	15.31612127
1571	35.20023596	15.31545993
1572	35.1936453	15.3123684
1573	35.18859595	15.30971439
1574	35.1880561	15.30879937
1575	35.18782292	15.3083739
1576	35.18706516	15.30761866
1577	35.1852498	15.30662737
1578	35.18263882	15.30556885
1579	35.17983971	15.30410691
1580	35.17592607	15.30215641
1581	35.17464405	15.30062328
1582	35.17046827	15.29750667
1583	35.1698974	15.29682586
1584	35.1650548	15.29386097
1585	35.16320487	15.2918906
1586	35.15292583	15.2890661
1587	35.15202271	15.287568
1588	35.14869105	15.28608626
1589	35.14652051	15.28409961
1590	35.14402809	15.28264428
1591	35.13614388	15.27869289
1592	35.12418658	15.27497923
1593	35.12251342	15.27353934
1594	35.12213588	15.27299113
1595	35.11957345	15.27050302
1596	35.11370254	15.26735071
1597	35.1096724	15.26488227
1598	35.10638006	15.26196434
1599	35.10611372	15.26144935
1600	35.10338932	15.25946602
1601	35.10192101	15.25810336
1602	35.10009124	15.2560135
1603	35.09650395	15.25408716
1604	35.09495567	15.25312912
1605	35.09435457	15.25255056
1606	35.09147178	15.2511351
1607	35.08963687	15.24992907
1608	35.086172	15.24863673
1609	35.07912062	15.24582893
1610	35.07526672	15.24366172
1611	35.0725989	15.24154039
1612	35.0708017	15.24047965
1613	35.06985728	15.23969774
1614	35.06401248	15.23744428
1615	35.06220123	15.23545894
1616	35.06024802	15.23329202
1617	35.05778027	15.23175838
1618	35.05611689	15.23007511
1619	35.05468449	15.22855493
1620	35.05180788	15.2264798
1621	35.05009007	15.22513303
1622	35.04830662	15.22418157
1623	35.04681057	15.22258216
1624	35.03972038	15.21941362
1625	35.03916356	15.21863261
1626	35.03677648	15.21655008
1627	35.02657011	15.21334625
1628	35.02549417	15.21194698
1629	35.02519339	15.21140843
1630	35.02063452	15.20948423
1631	35.01940632	15.20840543
1632	35.01690381	15.20619472
1633	35.01596543	15.20496073
1634	35.00940638	15.20272697
1635	35.00895337	15.2019218
1636	35.00617524	15.20013902
1637	35.00214018	15.19804525
1638	34.99980374	15.19605515
1639	34.99743935	15.19446957
1640	34.99552625	15.19345319
1641	34.99331943	15.19126291
1642	34.99229245	15.19024888
1643	34.99164562	15.18960514
1644	34.98516888	15.18668605
1645	34.98451552	15.18583029
1646	34.98331016	15.18429137
1647	34.98092389	15.18212298
1648	34.98063572	15.18132761
1649	34.97912842	15.18002686
1650	34.97786832	15.17851959
1651	34.97573848	15.17665084
1652	34.97530203	15.17599844
1653	34.97226584	15.17355315
1654	34.97139565	15.17248205
1655	34.97089715	15.17154278
1656	34.97073844	15.17124341
1657	34.96860364	15.16917517
1658	34.96590422	15.16702443
1659	34.9634436	15.1653577
1660	34.96015463	15.16327149
1661	34.95809807	15.16087726
1662	34.95710121	15.1594919
1663	34.95619935	15.15816516
1664	34.9549414	15.15687946
1665	34.95321309	15.15508746
1666	34.949886	15.15305416
1667	34.94941018	15.15193613
1668	34.94797715	15.14995261
1669	34.94072574	15.14815455
1670	34.93733007	15.14674474
1671	34.93642308	15.14555654
1672	34.93374695	15.14426171
1673	34.93247492	15.14270088
1674	34.93105446	15.14174848
1675	34.92720809	15.13903422
1676	34.92614195	15.13815031
1677	34.92423956	15.13720437
1678	34.92039233	15.13565059
1679	34.91215818	15.13414482
1680	34.90897786	15.13256364
1681	34.9074974	15.1312157
1682	34.90249684	15.12916979
1683	34.90107017	15.12750877
1684	34.89973167	15.12605122
1685	34.89904025	15.12522732
1686	34.8961232	15.12348468
1687	34.88755934	15.12038207
1688	34.88447595	15.1188066
1689	34.87715484	15.11582308
1690	34.8743744	15.11480543
1691	34.8718657	15.1139756
1692	34.8689089	15.11202059
1693	34.86723625	15.11085594
1694	34.86583987	15.10999289
1695	34.86411288	15.10890281
1696	34.86274133	15.10781779
1697	34.85704565	15.1060328
1698	34.85443528	15.10378297
1699	34.85300063	15.10276426
1700	34.85215857	15.10163637
1701	34.85111291	15.10070486
1702	34.85015131	15.0993909
1703	34.84762779	15.09747
1704	34.84666897	15.09618492
1705	34.84543586	15.09463078
1706	34.84472682	15.09371724
1707	34.84315162	15.09193845
1708	34.84246396	15.09068287
1709	34.84060441	15.08969198
1710	34.83942063	15.08867247
1711	34.83763891	15.08699015
1712	34.82884015	15.08404597
1713	34.82400772	15.08218448
1714	34.82144037	15.08044357
1715	34.81898792	15.07876849
1716	34.81729416	15.07708028
1717	34.81586655	15.07589431
1718	34.8138652	15.07419533
1719	34.81067237	15.07330949
1720	34.8085324	15.07121876
1721	34.80707081	15.06973395
1722	34.80458423	15.06803654
1723	34.79989039	15.06558987
1724	34.79897543	15.06441794
1725	34.79600576	15.06301565
1726	34.788753	15.06068526
1727	34.78746721	15.05909481
1728	34.78670921	15.05789755
1729	34.78189863	15.05519906
1730	34.7805889	15.05384742
1731	34.77677038	15.05263109
1732	34.77641073	15.0519516
1733	34.7748978	15.05058183
1734	34.77384468	15.0492975
1735	34.77230724	15.04755346
1736	34.77080486	15.04587879
1737	34.76919529	15.04375824
1738	34.76607131	15.04132528
1739	34.76488161	15.04036156
1740	34.76242637	15.03881807
1741	34.75802563	15.03662067
1742	34.75620891	15.03513909
1743	34.75461278	15.0330545
1744	34.7495783	15.03038129
1745	34.7424998	15.02733887
1746	34.73762976	15.02466889
1747	34.73676192	15.02357364
1748	34.72908813	15.02017223
