iter	Passed	Remaining
0	266	2667497
1	645	3229182
2	893	2977011
3	924	2309796
4	956	1911648
5	989	1648384
6	1032	1474467
7	1061	1325260
8	1089	1209141
9	1124	1123484
10	1156	1049754
11	1187	988559
12	1220	937619
13	1253	894058
14	1283	854087
15	1312	818879
16	1340	787345
17	1368	758658
18	1395	733173
19	1422	710051
20	1448	688392
21	1482	672276
22	1513	656536
23	1544	641897
24	1567	625449
25	1588	609434
26	1612	595567
27	1641	584689
28	1676	576418
29	1697	563977
30	1717	552296
31	1738	541441
32	1761	532015
33	1789	524411
34	1810	515466
35	1831	506937
36	1853	499032
37	1877	492070
38	2037	520376
39	2376	591721
40	2656	645254
41	2853	676485
42	2882	667459
43	2909	658420
44	2938	650140
45	2968	642304
46	2995	634267
47	3025	627289
48	3057	620912
49	3123	621502
50	3163	617049
51	3189	610109
52	3218	604047
53	3244	597629
54	3270	591304
55	3296	585376
56	3322	579624
57	3357	575557
58	3383	570095
59	3407	564431
60	3430	558997
61	3462	555075
62	3492	550883
63	3513	545543
64	3536	540599
65	3560	535848
66	3582	531155
67	3603	526285
68	3625	521814
69	3648	517574
70	3678	514434
71	3699	510107
72	3721	506023
73	3755	503745
74	3780	500293
75	3804	496749
76	3827	493197
77	3986	507105
78	4310	541281
79	4577	567564
80	4912	601612
81	4946	598291
82	4972	594138
83	4999	590162
84	5024	586116
85	5051	582361
86	5076	578414
87	5101	574663
88	5126	570841
89	5152	567296
90	5179	563988
91	5205	560571
92	5236	557777
93	5265	554858
94	5294	552009
95	5320	548848
96	5344	545588
97	5370	542617
98	5393	539409
99	5418	536432
100	5453	534470
101	5475	531363
102	5499	528440
103	5521	525353
104	5546	522688
105	5572	520105
106	5595	517315
107	5621	514904
108	5647	512500
109	5669	509730
110	5704	508187
111	5729	505842
112	5754	503512
113	5784	501633
114	5810	499444
115	5836	497282
116	5863	495268
117	5887	493066
118	5911	490894
119	6181	508923
120	6463	527694
121	6895	558338
122	6938	557178
123	6969	555102
124	6999	552922
125	7029	550830
126	7059	548796
